"name","value"
"tx","-1.5260601043701172"
"ty","2.969346284866333"
"tz","-1.2290399074554443"
"rx","64.34257507324219"
"ry","13.572792053222656"
"rz","0.6373924612998962"
"sx","0.9999998807907104"
"sy","0.9999999403953552"
"sz","0.9999999403953552"
"tx","1.4124503135681152"
"ty","3.0120089054107666"
"tz","-1.2996809482574463"
"rx","66.28504180908203"
"ry","-12.447639465332031"
"rz","1.3911693096160889"
"sx","1.0"
"sy","0.9999998807907104"
"sz","0.9999998211860657"
