"name","value"
"tx","-1.748016119003296"
"ty","2.9978761672973633"
"tz","-1.054037094116211"
"rx","61.97097396850586"
"ry","19.119125366210938"
"rz","1.6998023986816406"
"sx","1.0"
"sy","0.9999998211860657"
"sz","0.9999999403953552"
"tx","1.612007975578308"
"ty","3.0046143531799316"
"tz","-1.3089011907577515"
"rx","63.95720291137695"
"ry","-14.999004364013672"
"rz","-0.5946267247200012"
"sx","0.9999997615814209"
"sy","0.9999999403953552"
"sz","0.9999997615814209"
